9
56
23
68
116
105
65
114
126
136
64
130
129
127
94
108
138
13
34
102
124
6
142
103
69
35
104
111
59
131
144
145
95
0
21
137
2
62
71
83
149
22
119
121
51
15
122
20
39
40
57
110
93
49
76
141
90
107
143
61
75
82
42
106
14
87
86
97
112
41
72
98
109
5
96
3
46
74
101
44
7
19
133
16
32
135
123
37
89
33
53
28
11
58
128
18
36
70
115
26
47
27
30
77
85
125
8
84
139
79
118
54
63
73
78
12
67
17
146
45
91
66
88
140
24
134
29
60
81
99
113
148
50
117
10
25
100
31
48
1
38
4
43
92
132
120
147
55
52
80
