	Z_0	Z_1	Z_2	Z_3	Z_4	Z_5	Z_6	Z_7	Z_8	Z_9	Z_10	Z_11	Z_12	Z_13	Z_14	Z_15	Z_16	Z_17	Z_18	Z_19	Z_20	Z_21	Z_22	Z_23	Z_24	Z_25	Z_26	Z_27	Z_28	Z_29	Z_30	Z_31	Z_32	Z_33	Z_34	Z_35	Z_36	Z_37	Z_38	Z_39	Z_40	Z_41	Z_42	Z_43	Z_44	Z_45	Z_46	Z_47	Z_48	Z_49	Z_50	Z_51	Z_52	Z_53	Z_54	Z_55	Z_56	Z_57	Z_58	Z_59	Z_60	Z_61	Z_62	Z_63	Z_64	Z_65	Z_66	Z_67	Z_68	Z_69	Z_70	Z_71	Z_72	Z_73	Z_74	Z_75	Z_76	Z_77	Z_78	Z_79	Z_80	Z_81	Z_82	Z_83	Z_84	Z_85	Z_86	Z_87	Z_88	Z_89	Z_90	Z_91	Z_92	Z_93	Z_94	Z_95	Z_96	Z_97	Z_98	Z_99	Z_100	Z_101	Z_102	Z_103	Z_104	Z_105	Z_106	Z_107	Z_108	Z_109	Z_110	Z_111	Z_112	Z_113	Z_114	Z_115	Z_116	Z_117	Z_118	Z_119	Z_120	Z_121	Z_122	Z_123	Z_124	Z_125	Z_126	Z_127	Z_128	Z_129	Z_130	Z_131	Z_132	Z_133	Z_134	Z_135	Z_136	Z_137	Z_138	Z_139	Z_140	Z_141	Z_142	Z_143	Z_144	Z_145	Z_146	Z_147	Z_148	Z_149
Z_21	0.00424022246583	0.00616561676088	0.0055528959449	0.00911837123032	0.0026817490277	0.00700280906591	0.00806397970766	0.00454126745277	0.00371665166965	0.013351222791	0.00690166203733	0.00776494816094	0.00785524935585	0.00557965968602	0.0100458223643	0.0067031112558	0.00645344553055	0.0025682316955	0.00402918926767	0.00788323824541	0.0136608111859	0.0779570201946	0.00628766735063	0.009008222544	0.00586408209485	0.0086411409851	0.00537709260208	0.00666882744719	0.00951576339039	0.00685894857446	0.00552501334	0.0019442724168	0.00267910205681	0.00475952839395	0.0108663317047	0.00617733580373	0.0042409004534	0.00334718454945	0.00336787669302	0.00654995040904	0.0101840941008	0.0091453004064	0.000168838441258	0.011522368213	0.0115592983796	0.0096933753632	0.00452465139181	0.00336637410821	0.00712654250988	0.00626760848644	0.00216730017297	0.00714932242617	0.00830433780806	0.00391058093973	0.00816202563901	0.00270682620877	0.00313156483397	0.0065680008023	0.00257577614281	0.00563259635995	0.00552135778	0.0141919168301	0.00430521945923	0.000470976946951	0.00682883584542	0.00822244340529	0.0130858126639	0.0088640074711	0.00552382573861	0.00785566542884	0.00800381564298	0.00321099823572	0.00287288385628	0.00518200191479	0.00472238308263	0.00376041023675	0.00984306600734	0.00530093236017	0.00579984523304	0.00816738931957	0.00784073586873	0.00684364274925	0.00903245009507	0.0108271998026	0.0060506247833	1.29022366787e-05	0.00560945662839	0.00129602615785	0.0121268519479	0.00153767864679	0.0120216416139	0.00237636474907	0.00351101836737	0.00952364094166	0.00647524043736	0.00098916942559	0.0042429557106	0.00715691731482	0.00458735858543	0.014251948324	0.00866791277276	0.00251899216306	0.0110671639846	0.00152050400745	0.00753324457955	0.0122420681241	0.00677415294871	0.00463899289334	0.00997241417374	0.0105650483066	0.00281880631362	0.000833223404435	0.00620693363855	0.00246852548554	0.000158958624784	0.00715525316746	0.0140834043497	0.00648676664526	0.00799415626931	0.00828061486008	0.00797374907685	0.00713841353571	0.00914193464231	0.00115304542624	0.00155274834932	0.00448869359868	0.0131136002835	0.00505362796277	0.00996051103956	0.00874533915932	0.00533972165166	0.00268653819161	0.00103998552103	0.00568107680724	0.00306821438279	0.00512477925801	0.00540139818495	0.00682561749445	0.00795837416927	0.00317500614643	0.00184922149801	0.00524251037213	0.00888935662174	0.00616131695951	0.00751861372497	0.000147079974045	0.00472668453546	0.015029730575	0.00304461623082	0.00273098215654
Z_22	0.00189281711131	0.00309542217932	0.00312507924316	0.00967311738639	0.0063208542084	0.00494624835361	0.00124695513266	0.0113488849444	0.00414459357915	4.08189223814e-06	0.00922139957355	0.00417805576986	0.00775216658295	0.00210392273451	0.00575774801994	0.00706127914866	0.00167997195423	0.0120346346692	0.0081103343096	0.00901679168247	0.00408037393521	0.00624048035362	0.0798869206666	0.00149564908715	0.00545722664265	0.0082221009207	0.00866333817321	0.00504127119035	0.00968547109836	0.00361667092957	0.00130100708545	0.0147257364536	0.016143255944	0.00815333749001	0.00885565490358	0.0127215922203	0.00904277309448	0.0116419635562	0.00666667186837	0.00842595368683	0.00230338543068	0.00858547137301	0.0076715743894	0.0022224935857	0.00341127919216	0.00314686154679	0.0160201933247	0.0119161345529	0.00613112594432	0.00402081060473	0.0085326778103	0.00370877740077	0.00415309583018	0.00867985998016	0.00952355643553	0.0061420589253	0.0120999248108	0.00160620075156	0.0140377090002	0.00833663139353	0.00559478640319	0.00607705277782	0.00741042623643	0.0137042863189	0.00122847218853	3.8896432975e-05	0.00221964546222	0.0133635275827	0.00186232458007	0.00943117741514	0.00161302247117	0.0107432625859	0.00736429117062	0.0115425378971	0.00405307010345	0.00306025177749	0.00535496739265	0.00927427793824	0.00389443459935	0.00899125773702	0.00483013795817	0.00446068538866	0.00280301384948	0.00738030855975	0.00507077276495	0.00280255224853	0.00153504369434	0.0129464493931	0.00410052073023	0.00939591585344	0.00239411663912	0.0116323184528	0.00694535512617	0.00224208422791	0.00472917189796	0.0091432270622	0.00567540332059	0.00128634557879	0.00328582372751	0.00258338683675	0.00433478549739	0.00512862218114	0.00181441480005	0.00972097204755	0.00695039468324	0.000539666018747	0.00415327880626	0.00667967319832	0.00809189214082	0.00294260478177	0.00513442237553	0.0208540282412	0.00192767201587	0.010476486221	0.0120492396541	0.00485692130822	8.47135732286e-06	0.00644228441898	0.0080075349551	0.00621314515664	0.00492489287334	0.00769787453866	0.00362124366694	0.000534680440336	0.00159971002296	0.00692481039824	0.000492480637434	0.00943397781747	0.00571963983942	0.00384687350234	0.00122417018822	0.0131081043532	0.00085518718178	0.0126460858241	0.0048060043002	0.00283059520488	0.00428668421325	0.00460820153887	0.00351026059294	0.00912623761843	0.002450747072	0.0105812252183	0.00160731116051	0.00851449382478	0.00718567641702	0.0176353778772	0.0119685838187	0.00291861040503	0.00475915689835	0.00992149365478
Z_23	0.00288623658146	0.0188224463726	0.0177160704511	0.00619703962885	0.00631508093076	0.00596635474824	0.0159530209033	0.000624528120326	0.00104486749775	0.00625034454652	9.70977751653e-06	0.0117761927056	0.0143653476912	0.0114811412271	0.00358502822817	0.00925524790794	0.00559915766089	0.00785272760948	1.15221976955e-05	0.000260537186123	0.0181136589103	0.011171548033	0.00186885453045	0.0817015834899	0.00899143056419	0.00774835155888	0.00489970697525	0.0134852693775	0.0102723611293	0.0137462528066	0.00755588296327	0.00526745348428	3.01419894977e-05	0.00294701264186	0.00693929312259	0.0125859287125	0.011282253987	0.0031671663753	0.00329550977274	1.09901082604e-05	0.0129197708416	0.00622930041629	9.09595635834e-06	0.00584396929196	0.0170219954632	0.00939510639969	0.00107085080327	0.00368100867228	0.00602052713128	0.00170567574705	0.00109567902713	0.0139783302623	0.010173366927	0.00456031424731	0.00728249408803	0.00655870945044	0.00590727424866	0.0244254413807	0.00448616784807	0.00764258894319	0.00166446683637	0.00831924161881	0.00510365905153	0.00538859846561	0.0209384570286	0.0198920315623	0.0089004789684	0.00138515791648	0.00866668311254	0.00389293299152	0.015279093162	0.00588642516256	0.00507658568884	0.00290844934732	1.38363473013e-05	0.00132015980184	0.00897524298194	0.0110352267741	0.00849872568808	0.00402735526468	0.00945098513724	0.00731686375023	0.0155333619035	0.00822914437088	0.0210715605475	0.00205266554062	0.00862152016059	9.96681938022e-06	0.0142226822453	0.00140343149033	0.0149785028707	1.0698501242e-05	0.00222548200939	0.0118491055494	0.00126252568882	0.00113578188687	0.00980843913473	0.0191365907888	0.00522484539444	0.00836922198084	0.00198100251012	0.00509691231369	0.0156197108911	0.00259820819272	0.000773550970011	0.00952273474051	0.001599433458	0.00512602280427	0.0117576651563	0.0130176821554	0.0179232366452	0.00151853030346	0.0106204904918	0.0134932362743	7.45555289019e-06	0.00622663131999	0.032818500054	0.00556350229161	0.00619697143085	0.0035595730471	0.0209458383708	0.0151001586696	0.0223639519181	0.00190103996131	0.00185228258977	0.00101724818179	0.0209787822287	0.00619020567688	0.0132729253642	0.0187930506469	0.00879544724261	0.00214574286165	1.41544207298e-05	0.00543849043693	0.00848727743655	0.0057443415353	0.00766834332978	0.00291418107422	0.0195401309025	0.00566807332209	8.56193239508e-06	0.00206267145519	0.0194090611549	0.00391496430821	0.00369550703468	0.00415991480097	0.00322993055715	0.00150699244751	0.0102770537462	0.00478894591125
Z_24	0.0096193586758	0.0095688007256	0.0115510616083	0.00665953451962	0.0050975593293	0.00922018786307	0.00624920843206	0.00291225770358	0.00881479304949	0.00660373189485	0.00427338760314	0.00841814012363	0.00187009985997	0.0106964806081	0.00674070652005	0.00912958442132	0.00439309367043	0.00607161645083	0.00624628109376	0.00560433030044	0.00406411612602	0.00539099479639	0.00505489802439	0.00666535699918	0.0591811533378	0.00501487269812	0.00645455430449	0.0075530901629	0.0112788087558	0.005482653176	0.0117697051774	0.00605240291714	0.00272636205631	0.00263849135017	0.00965751875814	0.00539811730151	0.0114103559384	0.00405654430074	0.00980133930056	0.00281629396265	0.0070306826692	0.00912991771451	0.00448259385748	0.00641447042628	0.0061361817996	0.00973230070318	0.0070566061056	0.00348911022349	0.00482391365448	0.00478737732412	0.00338233684744	0.00660317918327	0.0127520405486	0.00998135780901	0.0069710846995	0.00332620637232	0.00343696206643	0.00946460757387	0.00675046085528	0.00749649713087	0.00363360967834	0.00625499412507	0.00930902798585	0.0047534517906	0.00754208033648	0.0010860772552	0.00691088888793	0.00346087564384	0.00438053697705	0.00971348060284	0.00701586615256	0.00181220151962	0.00849365517991	0.00406874728535	0.00389884360668	0.00674495768449	0.00827414815398	0.00367082159323	0.00909018428332	0.00457471771431	0.00973841625773	0.00789683568531	0.00404377650859	0.00640910052008	0.00940509124695	0.00632564421441	0.00424796351512	0.00508534591368	0.00545320881793	0.00592562039979	0.00828091105582	0.00443183472472	0.00160480697128	0.00541076371337	0.0139044075229	0.00313402301917	0.00276752148152	0.00622131827139	0.00924025887808	0.00316552923792	0.0062315451116	0.00728642428029	0.0118557468989	0.00133690086132	0.00470176216534	0.0112386379049	0.000916779211149	0.00559650729776	0.00410323829387	0.00910497616964	0.00371294820959	0.00404442163687	0.00403411851469	0.00516923794916	0.00322501195097	0.00442975590685	0.00724434829184	0.00729996496895	0.0038822384261	0.013055321216	0.00256564456747	0.0083963899084	0.0021976683755	0.00414589518654	0.00640551158869	0.00488373826855	0.00256067457875	0.00216169367853	0.00506863950771	0.0041472680829	0.00185678942443	0.00194587774689	0.0025453939442	0.0019851012393	0.0042393983148	0.00945180918313	0.00894013667498	0.00245775715726	0.00854261084955	0.00337750315153	0.00694654938194	0.00190304034737	0.00642526930507	0.00402307131936	0.00348992320941	0.00339863866686	0.00354619620501	0.00619932207149	0.00572381284506	0.00320913577283
Z_25	0.00535899540278	0.00759225313767	0.00432535679421	0.00345769147287	0.00423071811801	0.00427082465631	0.00312024506429	0.00665298108744	0.00623197438371	0.00189464287684	0.00362378101959	0.0067847095233	0.00785545443667	0.00691079246996	0.00314890160494	0.00618221327595	0.00656571646538	0.00438801256092	0.0046058053108	0.00397273197224	0.00502596544148	0.00781431511223	0.00749159289939	0.00565008389014	0.0049329972255	0.0675934937963	0.00811067715062	0.00614040898697	0.00509154647898	0.00745736724056	0.00875276955169	0.00346578147176	0.00426608103147	0.00500611284669	0.00759921210063	0.00521106206254	0.00698664147929	0.00670918679828	0.00595645701278	0.00754760336057	0.00874447460078	0.00735729474838	0.00418608559024	0.00547539471924	0.00442498112372	0.00869171089259	0.00818826414712	0.00843295314492	0.00552951371579	0.00618759012335	0.00687938846464	0.00510979881305	0.00717830911563	0.00675630751943	0.00473043856783	0.00501532335519	0.00478700672416	0.00884234052677	0.00592555182371	0.00626147221816	0.00377207922813	0.0050775908617	0.00301244042509	0.00896755540173	0.0057787812147	0.00137926862916	0.00444651448755	0.00476732264693	0.00723847645859	0.00424786763192	0.00891007095951	0.00867412503161	0.00459777127159	0.00676713146218	0.00355993523585	0.00728287801826	0.00305654767891	0.00753784495552	0.00687438605962	0.00435900194521	0.00606131088687	0.00862779504837	0.00657254342666	0.00870875113572	0.00644993491459	0.00349758216383	0.00705962624	0.00446323432526	0.000697021452685	0.00509698010573	0.00510025562275	0.00591151105798	0.00651736231584	0.00499689409443	0.00799805230923	0.00701922017614	0.00380828431948	0.00846392554611	0.0072366288614	0.0052301282461	0.000621608947574	0.00570230093576	0.0115903849886	0.00651079923694	0.00636516775905	0.00523185730649	0.00262144367839	0.00767498692179	0.00443504740755	0.00912927221161	0.00680928419273	0.00483390663332	0.0041955938117	0.00598050807287	0.00735518933097	0.00312857513888	0.000912931593226	0.00778191449141	0.00756211328095	0.00675513602774	0.00692785253053	0.00381012820756	0.00499113635171	0.013498772113	0.00853747885483	0.00651293698216	0.0113461897324	0.00452231911508	0.00328128954691	0.00202728721678	0.00478374178555	0.00224805221408	0.00599377677541	0.00487216275809	0.00601581834135	0.00431380902009	0.0070504122831	0.00372114761065	0.00789010526426	0.0079015025488	0.00421953055626	0.0058839556364	0.00392159063307	0.00314051090756	0.00507034234406	0.00345469613464	0.00419668867087	0.00693311181528	0.00540339026643	0.00951254091754
Z_26	0.00160671942516	0.00549685605084	0.00849536026506	0.00200486551969	0.00621808646422	0.0030511303044	0.00398087802099	0.00697035934307	0.00859629193387	0.00219307544068	0.0109610231546	0.00341291540266	0.00255161891101	0.00540383593089	0.00576943446127	0.00709383202467	0.00795962455069	0.0116744510011	0.01071203012	0.00978326362549	0.00336613263406	0.00506435363272	0.00822116401314	0.00372110877697	0.00661262502215	0.00844721977098	0.0709712622167	0.00510762961916	0.00337964585281	0.0107206090026	0.00463312363509	0.00777958448948	0.00460645199723	0.00183662454841	0.00816501333444	0.00205891607726	0.00693845600436	0.00276938895493	0.00455088470548	0.00614960123769	0.00356546018996	0.00558792637864	0.00619410938873	0.00840637466011	0.00460678373523	0.00381042418289	0.00363499996542	0.00378563832536	0.00715573312711	0.00986281569798	0.00409437577719	0.00963538064128	0.0049570818048	0.00285786683618	0.00375894256128	0.00669879284444	0.0128992268479	0.00557939412072	0.00487618018042	0.00514580892382	0.00387989810693	0.00508419471508	0.00280392148394	0.00209999461984	0.00214708748664	0.00632986851339	0.00674755059251	0.00503608741946	0.00894962613765	0.0014136796047	0.00260105514183	0.00631502206251	0.00195748261106	0.003866090144	0.00712004028398	0.00316972343566	0.00497581309817	0.00713508172308	0.00517566232611	0.00667803351827	0.00673829612349	0.00260925092064	0.00275515916216	0.00464556772109	0.00412466561477	0.00890927728316	0.00420475341301	0.00972257602721	0.00802403471907	0.00682669675946	0.00555716574974	0.00389420945983	0.00481814367028	0.00982677587445	0.00550302842575	0.0122132723619	0.00658727131016	0.00276872863267	0.00915134740295	0.0044068554317	0.00650728495319	0.00456601692384	0.00396019147809	0.00314005994283	0.00339643364996	0.00224969346097	0.010389199252	0.00443960124584	0.00532365548351	0.00968945553311	0.0062432267489	0.00575258537282	0.0117228880541	0.00808766931375	0.00699812890968	0.00957155582093	0.00229069954858	0.00912289715241	0.00579757590934	0.00451070335978	0.00775300342541	0.0068880574964	0.00507044511819	0.0167353784827	0.00587102654458	0.00887937957887	0.00325212690658	0.00696305822271	0.00656958659747	0.011496199007	0.00667456869598	0.00376437622586	0.0109986074381	0.00305818342013	0.00495554753154	0.00597248847728	0.00717545766395	0.00877762893438	0.00724664855286	0.0079232091539	0.013432406278	0.00486946855048	0.00749505243751	0.00588592068819	0.00341598949137	0.00479442662679	0.00476844856343	0.00526800315031	0.00843636705903	0.00896091243345
Z_27	0.00495256613679	0.000643599391648	0.00494988361537	0.00576954769722	0.00410182709189	0.0058363856824	0.00804539509524	0.00203705500764	0.00285439276252	0.00672882283763	0.00342061984283	0.0025106381607	0.00575174345108	0.00852052502494	0.00804053319634	0.00757533434092	0.00933471685859	0.00755770025106	0.00604688433513	0.00811217458024	0.00771690533436	0.00625593569155	0.00476490660714	0.0102006576229	0.00770723486011	0.00636971886615	0.00508728049717	0.0696112186004	0.00779234423809	0.00348706886139	0.00988673418044	0.00418404471873	0.000761124692736	0.00599151257671	0.00418569212085	0.00400369232057	0.00623945258374	0.00319136038892	0.00600360599549	0.00929813945446	0.00669261198063	0.00493475919197	1.04320485551e-05	0.00133479908	0.00892213284594	0.00479207112588	0.0111270888997	0.00827282448545	0.00658403789922	0.00522767070324	0.00379311747211	0.00583278305494	0.00857408200077	0.00353483559859	0.00524281902256	0.00395063110847	0.00329799030565	0.00951914420725	0.00216466090212	0.00629476906695	0.00658411312088	0.00925206218279	0.00575173112946	0.00528699934302	0.0111911257399	0.00562728848019	0.00657007090987	0.00787981273072	0.00406902258667	0.00703037601034	0.00565675465946	0.00543146326098	0.00855287629438	0.00319226071665	0.00287368767727	0.00742570967612	0.00377762076735	0.00588887403378	0.00962585303245	0.0020514973186	0.00930274402165	0.0078627602825	0.00725077210054	0.00561779626826	0.00517876154657	0.0077897977246	0.0121522715191	0.00488159826867	0.00431244177732	0.00720985438803	0.00357043162796	0.00465915620816	0.00628138206607	0.00613659861658	0.0083384701498	0.00907630750468	0.00651830818775	0.00773360910623	0.00727425313948	0.00568743786946	0.00378048670877	0.00431557150678	0.0063246960676	0.00670627207136	0.00593942116984	0.00952668714551	0.00348978652644	0.00293581934782	0.00298261422664	0.00696485328044	0.00366230545715	0.00694528845292	0.0055970802976	0.00592655299397	0.00622546421593	0.00514706150697	0.0120644408568	0.00537024640744	0.00191654791845	0.00883873287973	0.00769697985433	0.00619205543339	0.00606883018666	0.00522879520871	0.000773891632056	0.00481335574808	0.00838860560281	0.00698607998082	0.00500973426658	0.011185628978	0.00216689791649	0.00251279778757	0.0026117131715	0.00542393032553	0.00762690735355	0.00740765623608	0.00701840533327	0.00366898945559	0.00402155272763	0.0120151537111	0.00658408518685	0.00810972681857	0.00524565384174	0.00624629295479	0.00475032841562	0.00770206898676	0.0075735195397	0.0061012022533	0.00402216688463	0.00455837714623
Z_28	0.00463769093026	0.00691301760776	0.00629245533858	0.0055080576863	0.00985723175694	0.00742269288591	0.00672440013803	0.00640521164846	0.00411911838829	0.00720640165224	0.00150745040799	0.00146424151617	0.00424457242768	0.00890924236403	0.00847511076673	0.00807905281363	0.0109901671101	0.00601662177275	0.00664177779888	0.00620722073828	0.0117013261309	0.00901587338114	0.00924605464021	0.00784802174021	0.0116240784116	0.00533450409105	0.00339984293958	0.00787026768048	0.0804663812591	0.0036592283263	0.0038639043045	0.00589489994594	0.00400362122349	0.00410974491759	0.00707486166356	0.0115412730515	0.00623405036934	0.0063296993942	0.00424194982658	0.00359261526372	0.00641395255694	0.00607082936125	0.00289623082991	0.0083590087398	0.00561318896618	0.00594473305024	0.0105070093698	0.00556684064627	0.003953687912	0.00262595915867	0.00462135621259	0.00445949226437	0.00910248042708	0.00423270461466	0.00456167182215	0.00830749705544	0.00894785402423	0.00379331125556	0.00526116518559	0.0108335677109	0.00563627958482	0.00840493373154	0.00881816240141	0.00440413706465	0.0056225391236	0.00639447378217	0.00370093431462	0.00424808567581	0.00430095075726	0.00685915547831	0.00489233559139	0.0075269368841	0.00090856193347	0.00613509752875	0.00225060716022	0.00594789454872	0.00369025000789	0.00279670515353	0.00890136572478	0.00498953391757	0.00643435025165	0.0169491831223	0.0053829412522	0.00743660803116	0.0129247425264	0.00439957661041	0.0013588933428	0.00265936095329	0.00569485522768	0.0043223225325	0.0104596628096	0.00513521086069	0.0109338897144	0.00194662327057	0.00172605104812	0.00229794592521	0.00701313962754	0.00358996984032	0.00484339857628	0.0090633776337	0.0089004103216	0.00583090825884	0.010200877921	0.00224699077822	0.0021256889859	0.00977643368494	0.00338681273517	0.00594357498739	0.00633303369453	0.00364843470048	0.009120553084	0.00415510783092	0.00365881778546	0.00805365408311	0.00999616750681	0.00316402641144	0.0111602409047	0.00544028652932	0.00904859354591	0.00551939873301	0.00473439097929	0.00845324520554	0.00367291760672	0.00183634767815	0.000347053070438	0.00611349382575	0.00223040127332	0.00393165535557	0.00211667206219	0.00790724732308	0.00618828880383	0.0101011683707	0.0025600991719	0.00648585555929	0.00327874433708	0.00274433523691	0.00996379483895	0.00274359545033	0.00469657394439	0.00621124326148	0.000846467427613	0.0015083890907	0.00914375371432	0.00418428633379	0.0073786375082	0.00900669963805	0.00519565732386	0.00716148303854	0.00778374440026	0.004039556425
Z_29	0.00480827817084	0.00912208919053	0.00695926765576	0.00284464932015	0.00439183515771	0.00943068441183	0.0173988704299	0.00351533942362	0.00558292552383	0.00346151135375	0.00447010578487	0.00552936996273	0.00566165621557	0.00834625086387	0.00473530677364	0.00668260153507	0.0106740970032	0.00593879357646	0.00640496355516	0.00869569341173	0.00640253933244	0.00629273143135	0.00334319864756	0.0101693156164	0.00547146408789	0.00756566925443	0.0104429836698	0.00341035334644	0.00354329237933	0.0701643819854	0.00555288670849	0.00416365493758	0.00282603695273	0.00557614678439	0.0070501439458	0.00457552622841	0.00588469192781	0.00217259535397	0.00777444933327	0.00741553393071	0.0153086937265	0.00728317629603	0.0026682312697	0.00595619248844	0.00626099713159	0.00471920631223	0.00670613258828	0.00284141491508	0.0100038074667	0.00949431508736	0.00560827343927	0.00869208176138	0.00929646224509	0.00678607693658	0.00349442148026	0.00118913705504	0.00250766436345	0.00858657811396	0.00535713262793	0.0118363199551	0.00398162206054	0.0103749384167	0.00517140798163	0.00254266206069	0.00966389627103	0.0078876347898	0.0118768698686	0.00464997261817	0.00745747285935	0.00479119914244	0.00643711826021	0.00231184469833	0.0013074905428	0.00866430788155	0.00810441045467	0.00571749646666	0.00511077709645	0.00759282869252	0.00511457219185	0.00286004723398	0.00679645334196	0.00466664074108	0.00586802568306	0.0116361517904	0.00497671810573	0.00377593063468	0.00761591600684	0.00310069864287	0.00488792047671	0.00236365594681	0.00710191443854	0.00372038254919	0.00459792162974	0.00768816206062	0.00461921369886	0.00785546842162	0.00444195698861	0.00850748076687	0.00267241629755	0.00575744563692	0.00846408519331	0.00164646539096	0.00253045966963	0.00548826323915	0.00379507044869	0.00137909384658	0.00906434294773	0.00503872869067	0.0054389738424	0.00796885720675	0.00793936259181	0.00128939364001	0.00770840907747	0.0029438189947	0.000158873186666	0.00527874954253	0.00423388319047	0.00881272274499	0.00494076069676	0.00313915921147	0.00727297912202	0.00631572957775	0.00714252060078	0.00453537357227	0.00404760739504	0.00840833400084	0.00909114496818	0.00230680013393	0.00739476456044	0.00596270446817	0.00567496641352	0.00176887360762	0.0054704543342	0.00379434212573	0.00469286818993	0.00500170020239	0.00704868243266	0.00356077155392	0.00568984275421	0.00752689473414	0.0101034948455	0.00112538136971	0.0072138108609	0.00659417604788	0.00668369223904	0.000965122906974	0.00496750006362	0.00440296507814	0.00386580989847	0.00543935152945
Z_30	0.00670164648326	0.0057511318736	0.0044493028699	0.00553687227061	0.0087036141411	0.00757974176744	0.01053609075	0.00673489531747	0.0084453408534	0.0096509143708	0.00262612592832	0.00525938961688	0.00534496344532	0.0105293278362	0.0066745377237	0.00532744087343	0.00442462936859	0.00626894307498	0.00426750792009	0.00364631386269	0.00646241692533	0.00518293934334	0.00122968533596	0.00571549392078	0.0120099032423	0.00907963646441	0.00461466497519	0.00988673418044	0.00382564782624	0.00567779827044	0.0725531202406	0.00784637360228	0.00415949829807	0.00592114412753	0.00540380739745	0.0111263784256	0.00694998219749	0.00427689853438	0.00266100939201	0.00240813976811	0.00595143888951	0.00377550823354	0.00780330099349	0.00629587852806	0.00811717287265	0.0125225982745	0.00438238723371	0.00348192108346	0.000965386937122	0.0039460906208	0.00289787129928	0.0139761940805	0.00525293664615	0.00571298206871	0.00358966310525	0.00608583318992	0.00512892881026	0.00892361519383	0.00425031065389	0.00795494130552	0.00574281787312	0.00259117839519	0.00686186283658	0.00379685844632	0.00430873620819	0.00393681772911	0.00709540787524	0.00201089650204	0.00595452668208	0.00514254484631	0.00772621845203	0.00519199138885	0.00683203683038	0.00635374518352	0.00682648276963	0.00454595473469	0.013168410579	0.00608251035331	0.00503132123452	0.00715502696287	0.00342398358877	0.00496536687031	0.00377231021181	0.00340064485066	0.00585923006934	0.00710696390146	0.0064157852541	0.00396726984496	0.00388585954664	0.0089609658773	0.00718203297092	0.00160770209839	0.00529202517313	0.00800209696178	0.010583335809	0.00643115703032	0.00571707281079	0.00546547290581	0.00799386793899	0.0105870811858	0.00549349520151	0.00431638031767	0.00344925161862	0.00571110269363	0.00516247842633	0.00761088801824	0.00468882923537	0.00609507842759	0.00347529733211	0.00710303488796	0.00893205552969	0.00325677121767	0.00711942159365	0.00417338928807	0.00467139786956	0.00346686816826	0.00318168253109	0.00756683264345	0.00494790541758	0.00271965811047	0.00223225169454	0.00780244010777	0.00501206560623	0.0077753758024	0.00741848600471	0.00687578152839	0.00351690671398	0.0054414942034	0.00347074787725	0.0107805569691	0.00784073667517	0.00881720927334	0.00262614073272	0.0139043937236	0.00734933396754	0.00668417460384	0.00527503134852	0.00648446965395	0.0104291414079	0.0050240736391	0.00484866773976	0.00326213625758	0.00595160486832	0.0056662684608	0.00201382155311	0.0040868382641	0.00508864395952	0.00498524517025	0.00532397084848	0.00550974590998
