	Z_0	Z_1	Z_2	Z_3	Z_4	Z_5	Z_6	Z_7	Z_8	Z_9	Z_10	Z_11	Z_12	Z_13	Z_14	Z_15	Z_16	Z_17	Z_18	Z_19	Z_20	Z_21	Z_22	Z_23	Z_24	Z_25	Z_26	Z_27	Z_28	Z_29	Z_30	Z_31	Z_32	Z_33	Z_34	Z_35	Z_36	Z_37	Z_38	Z_39	Z_40	Z_41	Z_42	Z_43	Z_44	Z_45	Z_46	Z_47	Z_48	Z_49	Z_50	Z_51	Z_52	Z_53	Z_54	Z_55	Z_56	Z_57	Z_58	Z_59	Z_60	Z_61	Z_62	Z_63	Z_64	Z_65	Z_66	Z_67	Z_68	Z_69	Z_70	Z_71	Z_72	Z_73	Z_74	Z_75	Z_76	Z_77	Z_78	Z_79	Z_80	Z_81	Z_82	Z_83	Z_84	Z_85	Z_86	Z_87	Z_88	Z_89	Z_90	Z_91	Z_92	Z_93	Z_94	Z_95	Z_96	Z_97	Z_98	Z_99	Z_100	Z_101	Z_102	Z_103	Z_104	Z_105	Z_106	Z_107	Z_108	Z_109	Z_110	Z_111	Z_112	Z_113	Z_114	Z_115	Z_116	Z_117	Z_118	Z_119	Z_120	Z_121	Z_122	Z_123	Z_124	Z_125	Z_126	Z_127	Z_128	Z_129	Z_130	Z_131	Z_132	Z_133	Z_134	Z_135	Z_136	Z_137	Z_138	Z_139	Z_140	Z_141	Z_142	Z_143	Z_144	Z_145	Z_146	Z_147	Z_148	Z_149
Z_79	0.00692858176743	0.00821444098269	0.00558046374651	0.00207154324055	0.00924138044493	0.00749943874728	0.00154110821498	0.00924791897004	0.00569161551487	0.000734355964374	0.0117589059856	0.00459943997017	0.0033203482669	0.00160333289781	0.00294052933911	0.00392077877267	0.00620160852197	0.00372830609248	0.00562374545545	0.00487743876959	0.00695413070756	0.00761574576328	0.00844736312911	0.00302813247586	0.00464007082452	0.00449465553272	0.0066115192402	0.00203918833469	0.00491049179611	0.00290683737278	0.00711209680109	0.0105805831485	0.0145822634153	0.0093636913937	0.00788990714921	0.00257736769525	1.27703142856e-05	0.0151403128574	0.00559941466081	0.00218331950175	0.00444049217031	0.00797205464139	0.0154028064817	0.00451570576715	0.00509388362406	0.00815575885581	0.00420052872011	0.0112394436965	0.00892566918124	0.00277021193294	0.0113125962052	0.00330084674337	0.00592622539119	0.00606202270731	0.00249264293073	0.00569035124341	0.00524547653505	0.00251095317828	0.00721916731247	0.00492521378222	0.00300532591836	0.00799485344224	0.00498068695055	0.0207212999399	0.00367332107554	0.00232838468824	0.00256776645243	0.00814178034144	0.00351188079367	0.00374529389695	0.00781070298211	0.0139716668192	0.00488810663976	0.00570426502123	0.000946192844672	0.010402330536	0.00637553282994	0.00550628611555	0.00576237913374	0.0815703367905	0.00551804824133	0.00620570947385	0.00509842395286	0.00877193657123	0.00710149216301	0.00764043816211	0.00154253484456	0.0086301678634	0.00551173731248	0.00666376045789	0.00704872108126	0.0135318534042	0.00818597700611	0.00177733928201	0.00558958137177	0.00768447362556	0.00449940573438	0.00442565536413	0.00444759709308	0.0024901757257	0.0102735497858	0.00611181505535	0.0060390351573	0.00425648367817	0.00627900262692	0.00320929314859	0.00341263309386	0.00854208133195	0.0111943582345	0.002838324218	0.00182740336389	0.00892426195625	0.00483009126007	0.00339885530651	0.0101835871184	0.00732771967593	0.00436979571607	0.00345622714879	0.00870686004409	0.00793634439291	0.00585128973307	0.00376871825796	0.00101229019415	0.00770238459506	0.00064302487464	0.00401402213502	1.08635092388e-05	0.00865054483735	0.00684742773345	0.00281359046897	0.00364671441482	0.011202512552	0.0016975980312	0.00554895311936	0.00670628730833	0.00351769978885	0.00385557370987	0.0037428646184	0.00212943741564	0.00751738598583	0.00161247911499	0.0095434154639	0.00269521084128	0.0047702404483	0.00616474360287	0.0163335817605	0.00607180211494	0.00636148721681	0.00769405170586	0.00682539581615
Z_80	0.00789904445627	0.00491208821314	0.00540496714917	0.00281802593048	0.00783887371372	0.00135362551272	0.00666202501311	0.00520946729858	0.00474492570008	0.00785119741441	0.00523558041354	0.00209308652657	0.00604411622983	0.00313531229259	0.00921812636811	0.00621850543408	0.00885797863655	0.00485614677693	0.00622740984072	0.00281994011134	0.00899771780567	0.00642852077793	0.00399011396544	0.00624823071857	0.00868507735638	0.00549542086631	0.0058658075816	0.00813059827493	0.00556794269301	0.00607372210724	0.00299256165659	0.0049171124921	0.00473774309863	0.00274306380105	0.00257129833403	0.00395906547274	0.00794779388761	0.00304069301998	0.00489297793905	0.00328721783047	0.00965592568695	0.00423671847996	0.00457438171144	0.00557819806426	0.00781336355266	0.00859749020915	0.00492846671768	0.00474341645325	0.00856971514475	0.00411990088372	0.00139506773465	0.00683088993273	0.00365763713397	0.00464254554492	0.00468495410289	0.00543817401458	0.00241314045478	0.00776048272433	0.00295564371461	0.00854937972603	0.00363692192024	0.00486820521295	0.0041771779146	0.00123953194191	0.000683165235892	0.00885445875981	0.0051064766685	0.00472710641694	0.00690358231725	0.000679903661348	0.00626683790146	0.00556081111965	0.00403673435846	0.00298290109108	0.00860863947752	0.00246294272073	0.00313392733448	0.00678747437976	0.00975798592668	0.00485188547577	0.0757900689452	0.00486969674432	0.00629797475716	0.00639009984859	0.0103655855396	0.0106943154549	0.010876325099	0.00512494703481	0.00412605862843	0.00318784354007	0.0075032559059	0.00631985068812	0.00504214515293	0.00823723224837	0.00398364326343	0.00517981365664	0.00517058614379	0.00703740980394	0.00569541763828	0.00245243281346	0.00295034963389	0.00614223957154	0.00840853518275	0.0017849938193	0.00646596227526	0.0104268676711	0.00263586408245	0.00406039169129	0.00447041277633	0.00667291994668	0.0069806856475	0.00721076308036	0.00512690522081	0.00362228189824	0.000478572972029	0.00146269135377	0.0133647259729	0.00318206707751	0.00509728850214	0.00638617460805	0.00392517654209	0.00979834336662	0.00538314823529	0.00596686280654	0.00323694981789	0.0029829491554	0.00349509595056	0.00341289096103	0.00355535296875	0.00880585675515	0.00293059190914	0.00107845941459	0.00285702114696	0.00393364268821	0.00245459070551	0.00409103283583	0.00240379608579	0.00261932070665	0.00947940987414	0.00196612620878	0.0045835865311	0.00402584953395	0.00478002934825	0.00326520052813	0.00434127418379	1.12553363785e-05	0.00373455886419	0.00915578793213	0.00372059033482	0.00182783355624
Z_81	0.00809697339398	0.00596227907051	0.00410457937848	0.00498948732443	0.00630723703666	0.00945224259037	0.00511993506649	0.00294174395502	0.00708449714995	0.00231674380516	0.00541846203624	0.00398041052131	0.00227852113541	0.00469685852302	0.00462748025013	0.00837788182922	0.00729325143737	0.00637434633659	0.0100433106096	0.0068568128103	0.00410262291012	0.00627868912642	0.00412339348781	0.00541292946121	0.00788071969411	0.00875309497646	0.00254168067767	0.00768977955628	0.0164121793006	0.00466664074108	0.00485612879917	0.00320178645893	0.00387734553695	0.00351525197839	0.00857521136908	0.00668477622478	0.00443576468724	0.0028087826653	0.0081441835546	0.0104687914007	0.00433211218583	0.00847896086623	0.00914992876294	0.00691112583539	0.00688872904719	0.00636667486929	0.00655601121511	0.00459191176765	0.00671695044849	0.00300544178979	0.00717540867249	0.00253488776495	0.00570310923559	0.0128290168351	0.00625101293043	0.00909065173937	0.00332132936385	0.0026753982765	0.00393894697103	0.007566956225	0.00754811503995	0.00703249870654	0.00565021201494	0.00560563863341	0.00625102486196	0.00365420024531	0.00067505691042	0.00795237201043	0.003080519867	0.0103579445439	0.00893353469332	0.00750662055239	0.00471090466393	0.00814024364893	0.00784644202321	0.0114815115766	0.00357514571188	0.00192722141858	0.0085617843912	0.0061058187781	0.00544915722648	0.0791661647621	0.00410599311755	0.00633466238437	0.0111217899528	0.00344484726958	0.0065337831476	0.0055214093916	0.00312007714534	0.00472872531762	0.00569326395603	0.00853253206361	0.0102541248546	0.00803799823606	0.0100485294826	0.00545653716939	0.00382322065884	0.00389514334362	0.00404883093541	0.00799396175302	0.0116947772459	0.00759342709182	0.00522846193878	0.00328436416381	0.00370293716065	0.00459701095328	0.00259030707723	0.0051507772048	0.00478453896246	0.00961271583231	0.00534894473234	0.00559098552723	0.00136924501697	0.00505968747501	0.00815888838544	0.00209002163491	0.00226950521811	0.0113472217258	0.00617247152149	0.0065554822967	0.00574710644514	0.00731119920776	0.00296073022445	0.00406158626579	0.00267465514506	0.0066882140538	0.0094462677177	0.00621214957475	0.00230180430217	0.00312638508775	1.14433116292e-05	0.00538755440784	0.00393387861599	0.0039043534792	0.0032953674844	0.00288476276765	0.0107317282882	0.00484826642317	0.00551374078216	0.00870672485425	0.00558483541815	0.00636974501275	0.00361211852815	0.00333822162367	0.00647491582048	0.00337115673058	0.00449980676397	0.00857633624176	0.00520527298324	0.00269589175728
Z_82	0.00399860324904	0.00520584462665	0.0108573177864	0.00641379356982	0.00683381915696	0.00514825606755	0.00329602959275	0.00527371461575	0.00274809001088	0.00288639349199	0.00295943244299	0.00402664684925	0.00562579330305	0.00557431772484	0.0046247292924	0.00929320161518	0.00576225653785	0.0029101983334	0.00610715316738	0.00336291816383	0.00747070290059	0.00882909286966	0.00276062422604	0.0122433911524	0.0042996072673	0.00710434673296	0.00285943809459	0.00755530452877	0.00555348988594	0.00625202736375	0.00393074724071	0.00231916612351	0.00598832935478	0.00323399311366	0.00430270841004	0.00671769112738	0.00916183074558	0.0048965461759	0.00874586416996	0.00724747768609	0.00835667396992	0.00914558849438	0.00427632037885	0.0054734928071	0.00878117591873	0.00766344764263	0.00281131439986	0.00695137183856	0.00712967151937	0.0119227581088	0.00145172982026	0.00908587154078	0.0104368169575	0.00612674835848	0.00551687970491	0.00697380181921	0.00573416608294	0.00857934217939	0.00668843378006	0.00633144871203	0.00620874417618	0.00441974272769	0.00376306386165	0.00193909580196	0.00687432318673	0.0142402997971	0.00565657630783	0.00311393027551	0.0144993313077	0.00835266436025	0.00601491146554	0.00180924652554	0.00731297530549	0.00371202619463	0.00914306049142	0.0104634509745	0.00469073782273	0.00764419492607	0.011909403401	0.00534462551195	0.00750856944732	0.00437468796369	0.071765673314	0.00182518259789	0.00600230034915	0.00278094168714	0.0151652475395	0.00213110995526	0.0100011857201	0.00599826093758	0.00622377801617	0.00482938210392	0.00530211359453	0.00272325333908	0.00683801585859	0.00121941010294	0.00513772030319	0.00746413522948	0.00911457749417	0.00191923796737	0.0101002000891	0.00601712487945	0.0140954831269	0.00448454290077	0.00641891531792	0.00408082375502	0.0112943722703	0.0040359184767	0.00443800160497	0.00815116280592	0.00972870748258	0.0061008423979	0.00563398575377	0.00436355396636	0.00031544026571	0.0104918109543	0.00651242200302	0.00409169392742	0.00830085525242	0.0025628521901	0.00861028671889	0.00323486676736	0.00969364263785	0.00407855618642	0.00374299880533	0.00430634866733	0.00761464034866	0.0121950636578	0.00345912360559	0.0130138248944	0.00915332505999	0.00629935626479	0.0067051331668	0.00973533700929	0.00757412382763	0.0109483909534	0.00343181875293	0.00139316170237	0.0102924454262	0.00138646561319	0.00633076282369	0.00313025642404	0.00906738948571	0.00338135965812	0.00335838497843	0.000292856343705	0.0088526156413	0.00722312093646	0.00587870902129	0.00328339170062
Z_83	0.00401573649224	0.00442173615876	0.00870557222006	0.00638657633058	0.00396165128582	0.00465645523909	0.0125349622701	0.00483531684787	0.0042138535433	0.00513215429933	0.0061086634648	0.0104248352193	0.00991636788081	0.00592524492213	0.00444582479615	0.00818537500496	0.00645225869586	0.00640815795188	0.0041058080866	0.00629668835824	0.00547908661915	0.0107865724113	0.00740821142765	0.00661070447948	0.00694537219626	0.00959408060802	0.00491393717112	0.00596609963689	0.0078194829001	0.0126355758705	0.00361148483141	0.00324554309745	0.00863877043776	0.00709602063855	0.00617628445454	0.0132735165723	0.00584137419985	0.000738673619747	0.0106570433101	0.00667911115313	0.00991263005483	0.00522888050026	0.00133037009419	0.00433504442696	0.00984825727894	0.0065294484141	0.00924707350916	0.00442026215628	0.00498878900396	0.00204725168208	0.00705320762086	0.00799768634126	0.00752516786176	0.00526924453663	0.00434508938643	0.00134714811396	0.00489665603766	0.00623360571728	0.00698856500177	0.00613746233142	0.00629601206913	0.0124046064279	0.0089327027745	0.00769303168601	0.00907479393168	0.00400542508476	0.0113043116164	0.00679101677075	0.00514492016603	0.0106986738271	0.00948126628007	0.00515647259458	0.00385072178229	0.0057852874928	0.00719046653099	0.00363746522394	0.00618547388776	0.00428293248122	0.0079450543943	0.00937202881151	0.00776462933547	0.00687874381615	0.00186021489344	0.06761382474	0.00400997237407	0.00631204690836	0.00280919386454	0.00532852444567	0.0047105433422	0.0107190813341	0.00334504609771	0.00716907196601	0.00312639258765	0.00540898251844	0.00806555515785	0.00487252893136	0.0107501921554	0.0130196847217	0.00536841534705	0.00578351085868	0.0068245747908	0.00682919688736	0.00260533897112	0.00262746748515	0.00355710121039	0.00716315021756	0.00776620802169	0.00476463967861	0.00782431245519	0.00612360034284	0.00757065459442	0.00614222459056	0.0101832328113	0.00574146642125	0.00232336110823	0.00416167817349	0.00782971178993	0.00724013105709	0.00948698627798	0.00573093683933	0.00665750948914	0.00949844182205	0.00826454541659	0.00353973492882	0.00317275571638	0.000555570600616	0.00453511197854	0.00567194228355	0.0157212897441	0.00484567350384	0.00424776126765	0.00478325908353	0.00529877961561	0.00242236362368	0.00309312245269	0.00726561998773	0.0128631022329	0.00255208735841	0.00832485421737	0.00616086112167	0.00368108937725	0.00792677225242	0.0069984996344	0.0114330087005	0.00559487408939	0.00202308365897	0.00503374849341	0.0111187197971	0.00400146945416	0.00257649683634
Z_84	0.00199422072788	0.00602506074766	0.00715170549812	0.00493754318643	0.00613181643272	0.00645848967923	0.00329617641318	0.00622464884714	0.00861942041399	0.00952179399034	0.00401086916006	0.00849431625132	0.00956642843521	0.00581031484454	0.0100889993676	0.00471101363996	0.00590659427607	0.00443848757889	0.00440361249806	0.00817255656615	0.00583422303144	0.00565330420653	0.00477361972957	0.0158753966001	0.0095586437571	0.0066640406379	0.0040917997533	0.00515804650038	0.0127455876795	0.00506831414448	0.00583579314906	0.00660527471588	0.00640516424205	0.00493493437246	0.00453780508985	0.0100640582304	0.00492897682949	0.00643255097458	0.00549863447582	0.00617065222464	0.0100847376091	0.00753078834225	0.00359676311089	0.00637477997488	0.00581188504331	0.00360370987673	0.00707324955357	0.00951607616843	0.00592587852633	0.00622733773041	0.00317370793834	0.00177926541245	0.00236153777474	0.00474226176809	0.00773156370989	0.00580490899903	0.00424728802604	0.00972911437672	0.00238252691761	0.00824609669116	0.00360783194247	0.00377449761809	0.0088370892353	0.00428725913558	0.00644451741016	0.0043877798543	0.00451358257621	0.0121790173804	0.00685130489852	0.00274683753893	0.0125202075458	0.00771006155783	0.00673159429586	0.00377256843881	0.00510573175175	0.00677427317192	0.00939558668303	0.00305133187083	0.00786063355695	0.00711578087964	0.0118124979376	0.0113264854734	0.0057373235583	0.00376076505139	0.0668387122292	0.006628928177	0.00504754769435	0.00632569928618	0.00579725501745	0.00763887638227	0.0024888016229	0.00442598546862	0.00503459921049	0.010177825081	0.00246946923742	0.0040526560962	0.00748699660665	0.00984027060758	0.00424678056197	0.00621157632418	0.00517712225185	0.00508864774447	0.00669697915749	0.00435970313725	0.00725173138355	0.00979741151794	0.0063514157021	0.00306433304158	0.0056899408494	0.00924878241479	0.00617677942044	0.00282459716919	0.00499995442884	0.00870763798273	0.00203105421008	0.00373364877681	0.0068214655075	0.0050863998602	0.00635128860607	0.00766814157547	0.00416197689751	0.00425211362439	0.00529663523693	0.00364142519446	0.00942991097822	0.00372603790664	0.00757625737105	0.0065613204061	0.00552949676455	0.00383487861968	0.00448800222429	0.00692081894602	0.00646719686714	0.00407067778909	0.00402932637859	0.00437006871271	0.0074080482842	0.00480161310504	0.0031294024899	0.00400003767992	0.00226512680436	0.00342197323406	0.00373589496588	0.00360243274149	0.00380881291594	0.00343286284734	0.00617030237271	0.00249199090289	0.00673982273542	0.00463460279657
Z_85	0.00462861490662	0.00738154009512	0.00575639820945	0.0105861226182	0.00850142882864	0.0030520205999	0.000452696854065	0.00960557932368	0.00878431423175	0.00265698956739	0.00602872421684	0.00566134903383	0.00560443538234	0.00620889313027	0.00750775267726	0.00357730130356	0.00591281804689	0.00886015829183	0.007757847495	0.00903494638227	0.0018227685358	1.21034115185e-05	0.00264891516874	0.00155269708065	0.00645473899429	0.00362819726538	0.00887378215455	0.0077897977246	0.00435601644595	0.00386086976961	0.00710696390146	0.00577846984907	0.00693976128084	0.00845407434093	0.010850677234	0.0019495435572	0.00490254882762	0.00742901857813	0.00416154166931	0.00388025294778	0.00517414747817	0.0133242408068	0.00756122558518	0.00698437351095	0.00232872983547	0.00685229317261	0.0078160149551	0.0109123241671	0.00491592962964	0.00653095715778	0.00821978674006	0.00266383119511	0.00312808847205	0.00569313636693	0.00596175089379	0.00429008046943	0.00245540907073	0.000775345140658	0.00464659504139	0.00920954765531	0.00988665864985	0.00287632110592	0.00316675583454	0.0101265892724	0.00134800041933	0.00211387065853	0.00714436909015	0.00368224476024	0.00564469225917	0.00489351316839	0.00787293418949	0.00273477794366	0.00644376505863	0.0091281533124	0.0118646506027	0.0046486185096	0.00901952646915	0.00413756237307	0.00086328050307	0.00768655750715	0.0122360588728	0.00352233872146	0.00266884998765	0.00594354699469	0.00665555037852	0.0816306195145	0.00409602158047	0.00956913089117	0.00268659673783	0.00715508665428	0.00504723163672	0.00608505761989	0.00472171703503	0.00551710508574	0.00619260342107	0.0120129938315	0.00529827532608	0.00268187920724	0.0086731453673	0.00260729192244	0.00766417825416	0.00811642485948	0.00304811623655	0.00868521045067	0.00542551988077	0.00180144615423	0.00447820545339	0.00903713514617	0.00146981801012	0.00263629284039	0.00202196498103	0.0111214333373	0.0092377958022	0.00684348689277	0.014639300969	0.00607356209717	8.89414317834e-06	0.0108621445901	0.00958583259943	0.00612607842194	0.00618474787634	0.0108426891653	1.04032490538e-05	0.0051579639278	0.00795571858441	0.0100854836218	0.00114939752418	0.0111606776407	0.00196833814986	0.00211161235165	0.00600702180996	0.00923459400227	0.00845950896349	0.00439682495263	0.00535646444846	0.00738984432287	0.00170257181211	0.00625707686698	0.00273128969748	0.00780400956404	0.00840726114674	0.00812510416163	0.000537810915091	0.0117628166507	0.00414178486482	0.00650765698915	0.00708232076418	0.00976754218915	0.00624975413534	0.00724729083749
Z_86	0.00666054157309	0.00992897428584	0.00595838053883	0.00343315520752	0.00405096784229	0.00129207340826	0.00960776406975	0.00249851734376	0.00474861574596	0.0112049192209	0.00464485901395	0.00616414017558	0.00683610850521	0.00810930063356	0.0121703453853	0.00401228934961	0.00604484208511	0.00781398561581	0.00671669766245	0.0088168312133	0.00522657632893	0.00545159199532	0.00150312407121	0.00675635014097	0.00449070428741	0.00758690122888	0.00433876945804	0.0125897532937	0.00139387475558	0.00806757564733	0.00664675352324	0.0066451319884	0.00510951952198	0.00401498498827	0.003386622539	0.00527154093188	0.00511571033863	0.00327272963335	0.00400009458832	0.00605739550462	0.00378427663205	0.00556645371332	0.00488912907329	0.00964831925573	0.00626336443378	0.0112588061821	0.00735226150538	0.00459787356408	0.0106790480823	0.00667729944724	0.00422497826564	0.00779551183841	0.00294572910491	0.00335786243776	0.0054258589037	0.00584397553403	0.00227393652809	0.00828908080679	0.00450701131046	0.00721075137223	0.00490742098043	0.00144658145752	0.00891570649691	0.00201562393903	0.00926318204928	0.00411065475124	0.00471296142839	0.0026527421961	0.00805707857316	0.00383370922433	0.00700430567234	0.00690400153208	0.00389594778744	0.00964734560119	0.0123428431453	0.00545332216902	0.00458649880606	0.00780532888315	0.00257351364001	0.0016077123732	0.0128923029777	0.00692126721975	0.0150779236573	0.0027404188735	0.00525026045316	0.00424347835737	0.0831143010651	0.00929136222893	0.00634653848924	0.00159445282244	0.0105948460051	0.00725372538882	0.00788528177232	0.00514248697563	0.0102568028846	0.00735696510472	0.00506003789024	0.00868058875855	0.00415341402333	0.00799672919286	0.00427878997374	0.00546607805586	0.00723923514293	0.00231019170087	0.00292696305351	0.0081579591953	0.00526393316632	0.00392550838699	0.00487293925549	0.0047799051192	0.00618476090703	0.00118759949948	0.00476039648137	0.00534406527136	0.00318600156444	0.0126366927394	0.00284236333024	0.00576281971634	0.0114627643276	0.00736873426241	0.00413540971803	0.00204821587419	0.00601254955942	0.0121175810756	0.0101855257552	0.00344414372918	0.00935276206023	0.00208407917761	0.0118052010053	0.00322835522952	0.00779238326091	0.00359806355493	0.0127463865254	0.00520401789709	0.00817039675938	0.00747450942949	0.00327906830843	0.00862770206823	0.00681696361127	0.00695006595834	0.00895417239586	0.00523299859741	0.00406633987071	0.00294406270982	0.00533126455597	0.00189604339984	0.00594646870945	0.0127687892001	0.00618081040147	0.00405010904128
Z_87	0.00239383601006	0.00598685380722	0.00211646203309	0.00852865418971	0.00612554743075	0.00380308812008	0.00123254515984	0.00885656720605	0.0088323925558	0.00316822663034	0.00674054895327	0.00851757542765	0.00463889063189	0.00334409795026	0.00656375679295	0.00311223034227	0.00730552336874	0.0140440488344	0.00633145201824	0.00616220722745	0.00509109151855	0.00126198419498	0.012701715	7.82568722895e-06	0.00538631536572	0.00480584774857	0.0100518266098	0.00506709900288	0.00273308581141	0.00329092555348	0.00411802609907	0.00872987126759	0.015731326164	0.00711072790496	0.00926627393329	0.00477700718134	0.0105736433026	0.00703540167277	0.00800446754536	0.00660929657382	0.00566391728063	0.0105836297626	0.0135132477621	0.00537167247476	1.68324161604e-05	0.00285971986714	0.00557517426446	0.0104956865898	0.00772064097888	0.00459424868528	0.0148016283538	0.00702410751533	0.00774563429884	0.00968798792554	0.0040351231349	0.00768386501873	0.000647682667277	0.00158726429309	0.0126983554239	0.0059694153589	0.00955968554667	0.000424557518187	0.00459894466373	0.0125366331198	0.00335041740066	0.00217336313237	0.00124227788048	0.0117398328698	0.00323290089902	0.00606972557083	0.00440437681562	0.016070286158	0.00728920608596	0.0101456031008	0.00429851811767	0.00703535173891	0.00329016914187	0.00583814684019	0.00195889572298	0.00901218736641	0.00608660757681	0.00586014616409	0.0021229291109	0.00520810581413	0.00659244564163	0.00993275786504	0.00930929922165	0.0797064619624	0.00633484685158	0.00783058688103	0.00460570365238	0.0124070642394	0.00709978070989	0.00752322191432	0.00615315903435	0.0104861854639	0.00350259357429	0.00166657324832	0.00834530431678	0.00103351792514	0.00159168285343	0.0104104447144	0.00108195641806	0.00883541469588	0.00687672542003	0.00219824919254	0.0022988089906	0.0075499007884	0.0061756783239	0.000927938696363	0.00237912453764	0.0172223477068	0.00530750277978	0.0072106758394	0.0192438500311	0.00323098409814	0.000423990085059	0.00539128462263	0.00357140998805	0.00558986310946	0.00166666255595	0.00874787190632	0.00266006212039	0.00730274040656	0.00686999120773	0.00807696434501	1.00498198727e-05	0.00668861051357	0.000503261718577	0.000182736607384	0.00963667282714	0.0116127168192	0.00453588213706	0.00637961617762	0.00599347073169	0.00353948789493	0.00440322039229	0.00668080490016	0.00378684692444	0.00510455197732	0.00606589497715	0.0101485318947	0.000301944642742	0.00575735454832	0.00473125325845	0.0100323845454	0.00738528960357	0.011355022123	0.010728814496	0.00490052666181
Z_88	0.0055108894196	0.0028800770481	0.00658390181383	0.0036541496767	0.00444560736026	0.00303717826494	0.00886026532708	0.00891523214506	0.00571226830011	0.00882585465797	0.00873602537057	0.00580508834576	0.00603878241141	0.00732937065285	0.00849468821314	0.00155937831091	0.00423449425001	0.00860198604604	0.00748959770014	0.00517663940866	0.0106156177563	0.0111712651152	0.00380596536586	0.0105648063274	0.00546433781551	0.000710036376076	0.0078482092571	0.00423481782533	0.00553697805305	0.0049079119715	0.00381591407481	0.00546415110733	0.00511890666308	0.00876909988588	0.00588860236455	0.00751031047158	0.00541206704066	0.00197919735133	0.00667338874646	0.00224797223624	0.00736476771116	0.00349435012493	0.00349409036467	0.0074499514044	0.00187980095884	0.00613292499979	0.00202028250439	0.00272726758414	0.00434126046703	0.0128918305025	0.00137700133004	0.00345377432282	0.000965894303185	0.0038933337077	0.00421147452578	0.00876011969033	0.00410443681147	0.00478501621277	0.00866529574506	0.00348640533875	0.00283216719024	0.0025892328439	0.00647713047864	0.00831130806599	0.00783811616504	0.0100403598122	0.00503362880825	0.00410583417042	0.00800982999221	0.00300088355782	0.00490787768415	0.00164221385855	0.00333585052435	0.00643965021823	0.00760370755502	0.00389376719848	0.00809552501685	0.0083032817795	0.00455642489054	0.00544519722421	0.00463591484339	0.00313283819706	0.00942530170554	0.00435570015258	0.00571576749713	0.00263823799655	0.00601573435949	0.00599308247423	0.0665774688094	0.00267316154939	0.0110473797858	0.00378222113844	0.00204991388541	0.00762166387076	0.00677398003439	0.00682663304625	0.00520265158675	0.00527445944926	0.00815710781105	0.00483070129284	0.00947378654239	0.00927514908749	0.0108781547211	0.00957703217881	0.00970358521021	0.00479361531121	0.00944629150973	0.00391187785667	0.00459338913601	0.00699978830677	0.0101617521179	0.00741188641487	0.0106444415651	0.0047119356584	0.00266277263805	0.00594941486804	0.0182603542854	0.00925604664339	0.00434212532334	0.00398019973543	0.00684374541431	0.00570961729251	0.00454610402608	0.00615709885185	0.00601058155536	0.00143228186863	0.0022976289098	0.00211065204855	0.00967457713109	0.0102939946924	0.00817045675425	0.00126707311629	0.00991136806618	0.00198904453553	0.00635274982883	0.00785719035681	0.00277456474726	0.00533769924798	0.00271852487856	0.00296018132974	0.00754995366878	0.00509304665295	0.00858919181887	0.00617234338486	0.0050893723189	0.00276265189834	0.00744058099547	0.00200106128605	0.00729141254763	0.00573753723223
